"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr5",139968670,139969297,628,"*",".",1000,".",402.1196,-1,5.02121,282,"Intron (ENST00000541337.5/9542, intron 1 of 7)",5,139847917,139904478,56562,2,"9542","ENST00000340391.8",-64192,"ENSG00000158458","NRG2","neuregulin 2"
"chr3",195850782,195851348,567,"*",".",1000,".",401.7277,-1,5.02121,288,"Promoter (2-3kb)",3,195836458,195854191,17734,2,"101929697","ENST00000787544.1",2843,NA,"LINC01983","long intergenic non-protein coding RNA 1983"
"chr20",31612714,31613273,560,"*",".",1000,".",401.02307,-1,5.02121,293,"Distal Intergenic",20,31607186,31607240,55,1,"100422904","ENST00000578262.1",5528,"ENSG00000264395","MIR3193","microRNA 3193"
"chr11",65779746,65780389,644,"*",".",1000,".",400.27654,-1,5.02121,331,"Promoter (<=1kb)",11,65773898,65780976,7079,2,"91056","ENST00000532090.3",587,"ENSG00000254470","AP5B1","adaptor related protein complex 5 subunit beta 1"
"chr10",72048421,72048999,579,"*",".",1000,".",399.24477,-1,5.02121,285,"Distal Intergenic",10,72063003,72068865,5863,2,"9806","ENST00000460053.1",19866,"ENSG00000107742","SPOCK2","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2"
"chr4",1130461,1131044,584,"*",".",1000,".",398.85535,-1,5.02121,281,"Promoter (1-2kb)",4,1132309,1132977,669,1,"105374344","ENST00000510332.1",-1265,"ENSG00000227189","RNF212-DT","RNF212 divergent transcript"
"chr7",143215009,143215538,530,"*",".",1000,".",398.68819,-1,5.02121,261,"Distal Intergenic",7,143222037,143223079,1043,1,"259286","ENST00000408947.4",-6499,"ENSG00000221937","TAS2R40","taste 2 receptor member 40"
"chr17",56780150,56780694,545,"*",".",1000,".",398.42812,-1,5.02121,265,"Distal Intergenic",17,56791913,56795292,3380,2,"339210","ENST00000570754.5",14598,"ENSG00000214226","C17orf67","chromosome 17 open reading frame 67"
"chr11",10735671,10736302,632,"*",".",1000,".",397.90299,-1,5.02121,324,"Distal Intergenic",11,10751018,10779742,28725,1,"9646","ENST00000715696.1",-14716,"ENSG00000198730","CTR9","CTR9 component of Paf1/RNA polymerase II complex"
"chr12",52213396,52214016,621,"*",".",1000,".",397.78287,-1,5.02121,294,"Promoter (<=1kb)",12,52205526,52213629,8104,2,"283403","ENST00000806904.1",0,NA,"LINC02874","long intergenic non-protein coding RNA 2874"
"chr22",22848162,22848786,625,"*",".",1000,".",396.86307,-1,5.02121,364,"Distal Intergenic",22,22822776,22822871,96,1,"723778","ENST00000385101.1",25386,"ENSG00000284049","MIR650","microRNA 650"
"chr20",31822657,31823267,611,"*",".",1000,".",396.83897,-1,5.02121,311,"Intron (ENST00000375994.6/85366, intron 3 of 11)",20,31819356,31834684,15329,1,"85366","ENST00000375985.5",3301,"ENSG00000101306","MYLK2","myosin light chain kinase 2"
"chr9",133144317,133145012,696,"*",".",1000,".",396.4663,-1,5.02121,300,"Exon (ENST00000758053.1/ENST00000758053.1, exon 2 of 2)",9,133097720,133149334,51615,2,"5900","ENST00000393160.7",4322,"ENSG00000160271","RALGDS","ral guanine nucleotide dissociation stimulator"
"chr7",129091416,129092008,593,"*",".",1000,".",396.20281,-1,5.02121,271,"Distal Intergenic",7,129126518,129127715,1198,1,"407835","ENST00000697967.1",-34510,NA,"LOC407835","mitogen-activated protein kinase kinase 2 pseudogene"
"chr10",117216427,117217088,662,"*",".",1000,".",395.81564,-1,5.02121,376,"Distal Intergenic",10,117197489,117210299,12811,1,"338567","ENST00000334549.1",18938,"ENSG00000186795","KCNK18","potassium two pore domain channel subfamily K member 18"
"chr19",11293686,11294206,521,"*",".",1000,".",395.42173,-1,5.02121,250,"Promoter (1-2kb)",19,11296139,11306603,10465,1,"26526","ENST00000621731.4",-1933,"ENSG00000130167","TSPAN16","tetraspanin 16"
"chr16",96814,97324,511,"*",".",1000,".",395.21465,-1,5.02121,284,"Promoter (<=1kb)",16,92791,98160,5370,2,"8131","ENST00000464069.1",836,"ENSG00000103148","NPRL3","NPR3 like, GATOR1 complex subunit"
"chr16",72832417,72832992,576,"*",".",1000,".",394.53712,-1,5.02121,316,"Intron (ENST00000766455.1/101927978, intron 5 of 6)",16,72829509,72889834,60326,2,"463","ENST00000563625.1",56842,"ENSG00000140836","ZFHX3","zinc finger homeobox 3"
"chr12",54214600,54215306,707,"*",".",1000,".",394.42461,-1,5.02121,314,"Exon (ENST00000767618.1/ENST00000767618.1, exon 2 of 3)",12,54231397,54231476,80,2,"100616400","ENST00000577868.1",16170,"ENSG00000283803","MIR3198-2","microRNA 3198-2"
"chr1",155250508,155251117,610,"*",".",1000,".",394.34033,-1,5.02121,346,"Promoter (<=1kb)",1,155247217,155251808,4592,2,"10712","ENST00000368366.5",691,"ENSG00000160767","ENTREP3","endosomal transmembrane epsin interactor 3"
"chr14",76784712,76785246,535,"*",".",1000,".",394.03216,-1,5.02121,274,"Intron (ENST00000554058.2/23357, intron 10 of 11)",14,76778006,76779975,1970,1,"22846","ENST00000554743.1",6706,"ENSG00000071246","VASH1","vasohibin 1"
"chrX",133792299,133792890,592,"*",".",1000,".",393.40992,-1,5.02121,316,"Intron (ENST00000370818.8/2719, intron 2 of 7)",23,133536124,133753707,217584,2,"2719","ENST00000692084.1",-38592,"ENSG00000147257","GPC3","glypican 3"
"chr17",36148886,36149429,544,"*",".",1000,".",393.21786,-1,5.02121,273,"Promoter (<=1kb)",17,36116853,36149077,32225,2,"101927369","ENST00000689280.2",0,"ENSG00000289485","LOC101927369","uncharacterized LOC101927369"
"chr3",138068447,138069028,582,"*",".",1000,".",393.12714,-1,5.02121,304,"Promoter (<=1kb)",3,138064403,138067640,3238,2,"199221","ENST00000486487.1",-807,"ENSG00000158163","DZIP1L","DAZ interacting zinc finger protein 1 like"
"chr17",82781666,82782200,535,"*",".",1000,".",392.49812,-1,5.02121,277,"Promoter (<=1kb)",17,82782671,82784212,1542,1,"6904","ENST00000819123.1",-471,"ENSG00000141556","TBCD","tubulin folding cofactor D"
"chr17",19766398,19766997,600,"*",".",1000,".",392.4084,-1,5.02121,269,"Distal Intergenic",17,19781086,19784060,2975,2,"9706","ENST00000571454.2",17063,"ENSG00000083290","ULK2","unc-51 like autophagy activating kinase 2"
"chr4",56544439,56545015,577,"*",".",1000,".",392.29723,-1,5.02121,299,"Intron (ENST00000512175.3/100506564, intron 1 of 8)",4,56557716,56596545,38830,1,"100506564","ENST00000510716.1",-12701,"ENSG00000249693","SPMAP2L","sperm microtubule associated protein 2 like"
"chr19",6516752,6517294,543,"*",".",1000,".",392.14095,-1,5.02121,290,"Exon (ENST00000748472.1/ENST00000748472.1, exon 1 of 2)",19,6531026,6535924,4899,1,"8744","ENST00000245817.5",-13732,"ENSG00000125657","TNFSF9","TNF superfamily member 9"
"chr11",518533,519152,620,"*",".",1000,".",391.79932,-1,5.02121,297,"Promoter (<=1kb)",11,518990,532262,13273,1,"115399","ENST00000702393.2",0,"ENSG00000161328","LRRC56","leucine rich repeat containing 56"
"chr7",38335540,38336092,553,"*",".",1000,".",391.75213,-1,5.02121,275,"Intron (ENST00000690659.1/ENST00000690659.1, intron 1 of 2)",7,38331119,38350558,19440,1,"100506776","ENST00000689202.1",4421,"ENSG00000281103","TRG-AS1","T cell receptor gamma locus antisense RNA 1"
"chr17",74744402,74745019,618,"*",".",1000,".",391.68344,-1,5.02121,351,"Promoter (<=1kb)",17,74744841,74747334,2494,1,"326624","ENST00000488977.1",0,"ENSG00000172794","RAB37","RAB37, member RAS oncogene family"
"chr16",53054682,53055270,589,"*",".",1000,".",391.27424,-1,5.02121,279,"Promoter (<=1kb)",16,53054991,53327497,272507,1,"80205","ENST00000447540.6",0,"ENSG00000177200","CHD9","chromodomain helicase DNA binding protein 9"
"chr17",44210199,44210773,575,"*",".",1000,".",390.7504,-1,5.02121,292,"Promoter (<=1kb)",17,44209219,44210142,924,2,"7343","ENST00000531368.1",-57,"ENSG00000108312","UBTF","upstream binding transcription factor"
"chr1",156659817,156660424,608,"*",".",1000,".",390.67986,-1,5.02121,345,"Promoter (1-2kb)",1,156645860,156661450,15591,2,"126568844","ENST00000448869.2",1026,"ENSG00000229953","BCAN-AS2","BCAN antisense RNA 2"
"chr11",64723270,64724062,793,"*",".",1000,".",390.54557,-1,5.02121,377,"Promoter (<=1kb)",11,64606174,64723197,117024,2,"9379","ENST00000265459.11",-73,"ENSG00000110076","NRXN2","neurexin 2"
"chr9",126398411,126398946,536,"*",".",1000,".",390.14398,-1,5.02121,264,"Promoter (2-3kb)",9,126395640,126448409,52770,1,"89853","ENST00000470567.5",2771,"ENSG00000196814","MVB12B","multivesicular body subunit 12B"
"chr11",75248553,75249110,558,"*",".",1000,".",389.85308,-1,5.02121,283,"Distal Intergenic",11,75237919,75242717,4799,2,"124902717","ENST00000836519.1",-5836,NA,"LOC124902717","uncharacterized LOC124902717"
"chr12",121794089,121794833,745,"*",".",1000,".",389.79412,-1,5.02121,281,"Promoter (<=1kb)",12,121780487,121794262,13776,2,"54509","ENST00000537171.5",0,"ENSG00000139725","RHOF","ras homolog family member F, filopodia associated"
"chr8",9830812,9831411,600,"*",".",1000,".",389.61464,-1,5.02121,310,"Distal Intergenic",8,9900064,9901200,1137,2,"157627","ENST00000518557.5",69789,"ENSG00000253230","MIR124-1HG","MIR124-1 host gene"
"chr4",1726176,1726708,533,"*",".",1000,".",389.41854,-1,5.02121,272,"Promoter (<=1kb)",4,1727605,1737261,9657,1,"10460","ENST00000650779.1",-897,"ENSG00000013810","TACC3","transforming acidic coiled-coil containing protein 3"
"chr21",25801497,25802019,523,"*",".",1000,".",389.41594,-1,5.02121,244,"Distal Intergenic",21,25724480,25735673,11194,2,"522","ENST00000400093.3",-65824,"ENSG00000154723","ATP5PF","ATP synthase peripheral stalk subunit F6"
"chr12",109845191,109845750,560,"*",".",1000,".",389.29683,-1,5.02121,292,"Exon (ENST00000785153.1/ENST00000785153.1, exon 1 of 4)",12,109783088,109833406,50319,2,"59341","ENST00000674908.1",-11785,"ENSG00000111199","TRPV4","transient receptor potential cation channel subfamily V member 4"
"chr9",34701987,34702629,643,"*",".",1000,".",389.26559,-1,5.02121,317,"Promoter (<=1kb)",9,34702004,34776532,74529,1,"23349","ENST00000837941.1",0,"ENSG00000122733","PHF24","PHD finger protein 24"
"chr1",18912936,18913528,593,"*",".",1000,".",389.1461,-1,5.02121,289,"Promoter (<=1kb)",1,18908291,18911992,3702,2,"126917","ENST00000355609.8",-944,"ENSG00000169991","IFFO2","intermediate filament family orphan 2"
"chr1",47997507,47998101,595,"*",".",1000,".",389.08618,-1,5.02121,289,"Promoter (<=1kb)",1,47760528,47997385,236858,2,"388630","ENST00000606738.3",-122,"ENSG00000269113","TRABD2B","TraB domain containing 2B"
"chr2",25376640,25377160,521,"*",".",1000,".",388.73943,-1,5.02121,261,"Promoter (2-3kb)",2,25377313,25379913,2601,2,"1838","ENST00000488457.1",2753,"ENSG00000138101","DTNB","dystrobrevin beta"
"chr11",61733372,61733890,519,"*",".",1000,".",388.24154,-1,5.02121,248,"Intron (ENST00000257215.10/747, intron 9 of 19)",11,61752636,61788518,35883,1,"745","ENST00000278836.10",-18746,"ENSG00000124920","MYRF","myelin regulatory factor"
"chr7",73855456,73856107,652,"*",".",1000,".",387.93881,-1,5.02121,300,"Exon (ENST00000764718.1/ENST00000764718.1, exon 2 of 2)",7,73861159,73865890,4732,1,"135886","ENST00000320531.3",-5052,"ENSG00000175877","TMEM270","transmembrane protein 270"
"chr3",51941949,51942496,548,"*",".",1000,".",387.55052,-1,5.02121,259,"Promoter (<=1kb)",3,51942345,51948603,6259,1,"10039","ENST00000431474.6",0,"ENSG00000041880","PARP3","poly(ADP-ribose) polymerase family member 3"
"chr17",78112488,78113096,609,"*",".",1000,".",387.12963,-1,5.02121,291,"Promoter (<=1kb)",17,78107398,78111799,4402,2,"11322","ENST00000589217.1",-689,"ENSG00000141524","TMC6","transmembrane channel like 6"
"chr19",41706550,41707304,755,"*",".",1000,".",387.05443,-1,5.02121,326,"Promoter (<=1kb)",19,41684045,41706976,22932,2,"1087","ENST00000599715.1",0,"ENSG00000007306","CEACAM7","CEA cell adhesion molecule 7"
"chr16",48623142,48623664,523,"*",".",1000,".",386.81696,-1,5.02121,272,"Promoter (<=1kb)",16,48623392,48676977,53586,1,"105371240","ENST00000686696.3",0,"ENSG00000260086","LOC105371240","uncharacterized LOC105371240"
"chr22",41666577,41667071,495,"*",".",1000,".",386.35111,-1,5.02121,233,"Distal Intergenic",22,41673934,41676323,2390,2,"4809","ENST00000648161.1",9252,"ENSG00000100138","SNU13","small nuclear ribonucleoprotein 13"
"chr12",82358344,82359199,856,"*",".",1000,".",386.28199,-1,5.02121,446,"Promoter (<=1kb)",12,82223681,82358396,134716,2,"29080","ENST00000552377.5",0,"ENSG00000133773","CCDC59","coiled-coil domain containing 59"
"chr6",148559657,148560214,558,"*",".",1000,".",385.85567,-1,5.02121,266,"Distal Intergenic",6,148527265,148532817,5553,1,"23328","ENST00000635969.1",32392,"ENSG00000111961","SASH1","SAM and SH3 domain containing 1"
"chr12",546854,547405,552,"*",".",1000,".",385.70153,-1,5.02121,263,"Promoter (<=1kb)",12,547639,563478,15840,1,"283358","ENST00000647602.1",-234,"ENSG00000139044","B4GALNT3","beta-1,4-N-acetyl-galactosaminyltransferase 3"
"chr5",157743368,157743975,608,"*",".",1000,".",385.45906,-1,5.02121,298,"Promoter (<=1kb)",5,157743712,157760709,16998,1,"134353","ENST00000286307.6",0,"ENSG00000155858","LSM11","LSM11, U7 small nuclear RNA associated"
"chr17",49407861,49408430,570,"*",".",1000,".",384.96537,-1,5.02121,292,"Promoter (<=1kb)",17,49405068,49407473,2406,2,"5245","ENST00000511933.1",-388,"ENSG00000167085","PHB1","prohibitin 1"
"chr15",64153476,64154051,576,"*",".",1000,".",384.7805,-1,5.02121,267,"Promoter (<=1kb)",15,64153480,64157480,4001,1,"79856","ENST00000560997.1",0,"ENSG00000157734","SNX22","sorting nexin 22"
"chr6",41027851,41028494,644,"*",".",1000,".",384.29994,-1,5.02121,310,"Promoter (<=1kb)",6,40879586,41028130,148545,2,"101929555","ENST00000716633.1",0,"ENSG00000293636","LOC101929555","uncharacterized LOC101929555"
"chr16",19086368,19086905,538,"*",".",1000,".",384.01391,-1,5.02121,279,"Promoter (<=1kb)",16,19062744,19086808,24065,2,"102723385","ENST00000774567.1",0,"ENSG00000261465","COQ7-DT","COQ7 divergent transcript"
"chr3",195106325,195107030,706,"*",".",1000,".",383.52259,-1,5.02121,292,"Intron (ENST00000310380.11/152002, intron 3 of 3)",3,195094588,195096057,1470,1,"100874528","ENST00000458531.1",11737,"ENSG00000233303","XXYLT1-AS1","XXYLT1 antisense RNA 1"
"chr15",39580090,39580672,583,"*",".",1000,".",383.02414,-1,5.02121,268,"Promoter (<=1kb)",15,39581079,39582407,1329,1,"7057","ENST00000397591.2",-407,"ENSG00000137801","THBS1","thrombospondin 1"
"chr1",44595056,44595614,559,"*",".",1000,".",382.86611,-1,5.02121,294,"Intron (ENST00000355387.6/55182, intron 2 of 14)",1,44614265,44627057,12793,1,"55182","ENST00000496262.1",-18651,"ENSG00000187147","RNF220","ring finger protein 220"
"chr6",44313148,44313740,593,"*",".",1000,".",382.79469,-1,5.02121,265,"Promoter (<=1kb)",6,44298731,44313347,14617,2,"57505","ENST00000244571.5",0,"ENSG00000124608","AARS2","alanyl-tRNA synthetase 2, mitochondrial"
"chr17",7687924,7688436,513,"*",".",1000,".",382.70937,-1,5.02121,264,"Promoter (<=1kb)",17,7688435,7703478,15044,1,"55135","ENST00000698743.1",0,"ENSG00000141499","WRAP53","WD repeat containing antisense to TP53"
"chr14",102524356,102524920,565,"*",".",1000,".",382.58883,-1,5.02121,293,"Intron (ENST00000843690.1/105370680, intron 1 of 3)",14,102517617,102531291,13675,1,"105370680","ENST00000843690.1",6739,NA,"LOC105370680","uncharacterized LOC105370680"
"chr22",41696973,41697549,577,"*",".",1000,".",382.48504,-1,5.02121,297,"Promoter (1-2kb)",22,41699503,41799454,99952,1,"150365","ENST00000401548.8",-1954,"ENSG00000167077","MEI1","meiotic double-stranded break formation protein 1"
"chr10",48656092,48656710,619,"*",".",1000,".",382.31311,-1,5.02121,334,"Promoter (<=1kb)",10,48446558,48656265,209708,2,"58504","ENST00000460425.1",0,"ENSG00000128805","ARHGAP22","Rho GTPase activating protein 22"
"chr8",123160344,123160890,547,"*",".",1000,".",382.18287,-1,5.02121,265,"Promoter (2-3kb)",8,123158183,123165174,6992,1,"93594","ENST00000748264.1",2161,"ENSG00000156787","TBC1D31","TBC1 domain family member 31"
"chr8",141346860,141347518,659,"*",".",1000,".",381.98029,-1,5.02121,270,"Intron (ENST00000788345.1/ENST00000788345.1, intron 1 of 1)",8,141342325,141344621,2297,1,"731779","ENST00000518232.1",4535,"ENSG00000253595","LINC01300","long intergenic non-protein coding RNA 1300"
"chr17",28726715,28727246,532,"*",".",1000,".",381.94077,-1,5.02121,263,"Promoter (<=1kb)",17,28724453,28726932,2480,2,"116238","ENST00000394933.7",0,"ENSG00000160606","TLCD1","TLC domain containing 1"
"chr20",49978860,49979417,558,"*",".",1000,".",381.91049,-1,5.02121,298,"Distal Intergenic",20,49982980,49988886,5907,1,"6615","ENST00000244050.3",-3563,"ENSG00000124216","SNAI1","snail family transcriptional repressor 1"
"chr12",53746520,53747129,610,"*",".",1000,".",381.89521,-1,5.02121,303,"Promoter (1-2kb)",12,53746330,53748723,2394,2,"102216268","ENST00000820162.1",1594,"ENSG00000260492","CISTR","chondrogenesis-associated transcript"
"chr1",155193375,155193998,624,"*",".",1000,".",381.86297,-1,5.02121,289,"Promoter (<=1kb)",1,155192202,155192916,715,2,"4582","ENST00000466913.1",-459,"ENSG00000185499","MUC1","mucin 1, cell surface associated"
"chr6",158704120,158704658,539,"*",".",1000,".",381.44265,-1,5.02121,243,"Intron (ENST00000360448.8/94120, intron 7 of 18)",6,158650054,158764871,114818,1,"94120","ENST00000611299.5",54066,"ENSG00000164674","SYTL3","synaptotagmin like 3"
"chr19",12847503,12848046,544,"*",".",1000,".",381.32102,-1,5.02121,268,"Promoter (<=1kb)",19,12847819,12852171,4353,1,"22983","ENST00000590204.1",0,"ENSG00000105613","MAST1","microtubule associated serine/threonine kinase 1"
"chr9",124852769,124853516,748,"*",".",1000,".",381.20218,-1,5.02121,437,"Promoter (<=1kb)",9,124853417,124857890,4474,1,"401551","ENST00000613760.4",0,"ENSG00000136918","WDR38","WD repeat domain 38"
"chr17",49996511,49997145,635,"*",".",1000,".",381.03142,-1,5.02121,270,"Promoter (1-2kb)",17,49990005,49995224,5220,2,"1747","ENST00000434704.2",-1287,"ENSG00000064195","DLX3","distal-less homeobox 3"
"chr3",134600774,134601256,483,"*",".",1000,".",380.83436,-1,5.02121,226,"Promoter (2-3kb)",3,134597879,134779899,182021,1,"80254","ENST00000467708.2",2895,"ENSG00000182923","CEP63","centrosomal protein 63"
"chr3",64023329,64023847,519,"*",".",1000,".",380.47009,-1,5.02121,260,"Promoter (<=1kb)",3,64010551,64023494,12944,2,"9861","ENST00000295901.9",0,"ENSG00000163636","PSMD6","proteasome 26S subunit, non-ATPase 6"
"chr20",38731391,38731938,548,"*",".",1000,".",380.44502,-1,5.02121,283,"Distal Intergenic",20,38724486,38729372,4887,1,"140679","ENST00000217420.2",6905,"ENSG00000101438","SLC32A1","solute carrier family 32 member 1"
"chr6",41705770,41706364,595,"*",".",1000,".",379.9669,-1,5.02121,300,"Promoter (<=1kb)",6,41683978,41705940,21963,2,"7942","ENST00000419574.6",0,"ENSG00000112561","TFEB","transcription factor EB"
"chr8",85220485,85221055,571,"*",".",1000,".",379.93978,-1,5.02121,315,"Promoter (<=1kb)",8,85220587,85250797,30211,1,"124901969","ENST00000517831.5",0,NA,"LOC124901969","uncharacterized LOC124901969"
"chr1",36149441,36149945,505,"*",".",1000,".",379.7927,-1,5.02121,250,"Promoter (<=1kb)",1,36136570,36149514,12945,2,"27095","ENST00000616074.4",0,"ENSG00000054116","TRAPPC3","trafficking protein particle complex subunit 3"
"chr17",74210294,74210841,548,"*",".",1000,".",379.65534,-1,5.02121,284,"Promoter (1-2kb)",17,74188214,74212759,24546,2,"85001","ENST00000764636.1",1918,"ENSG00000246731","MGC16275","uncharacterized protein MGC16275"
"chr9",126499045,126499697,653,"*",".",1000,".",379.24563,-1,5.02121,311,"Intron (ENST00000361171.8/89853, intron 9 of 9)",9,126513259,126530343,17085,1,"105376276","ENST00000727649.1",-13562,NA,"LOC105376276","uncharacterized LOC105376276"
"chr10",77711348,77711887,540,"*",".",1000,".",379.0843,-1,5.02121,262,"Promoter (<=1kb)",10,77651366,77711488,60123,2,"105378372","ENST00000840231.1",0,NA,"LOC105378372","uncharacterized LOC105378372"
